id,deliverTime,distance,idshop,minDeliverFee,minFee,mtWmPoiId,name,shopOpenStatus,sold,star
342,104,0,69664087,0.0,0.0,1595165,信诺慕斯乳酪蛋糕,0,25,46
343,64,0,66803227,46.0,50.0,1246261,OH!料理,0,97,46
344,60,0,67723997,0.0,0.0,1270440,花为美鲜花（花心花艺）,0,5,0
345,70,0,48007746,15.0,100.0,521152,云龙麻辣香锅,0,379,50
346,113,0,21968140,0.0,0.0,201791,御喜玛蛋糕（北京总店）,0,184,50
347,56,0,67642934,10.0,0.0,1369518,燕澜坞•鲜炖燕窝,0,53,44
348,30,0,23332532,5.0,15.0,175317,口福小炒,0,26,0
349,36,0,1754968,5.0,20.0,2210238,新加坡美食鼎好美食广场,0,13,0
350,78,0,65734142,15.0,150.0,2245111,榴皇叔榴莲甜点,0,188,47
351,75,0,69678492,45.0,0.0,1682215,簋街龙虾庄(总店),1,55,38
352,56,0,22900864,35.0,30.0,516803,疆爱,1,0,0
353,56,0,516286,5.0,20.0,2365573,赛百味（财智国际大厦店）,1,1,0
354,37,0,38321411,5.0,0.0,2145153,黄焖鸡米饭,1,5,0
355,56,0,22961025,5.0,15.0,1348148,一心向膳烤猪蹄（五道口店）,1,0,0
356,67,0,67642822,0.0,0.0,1246214,火红新奥鲜花店,0,126,46
357,60,0,83470356,0.0,0.0,2149378,鲜花水果,0,1,0
358,33,0,23302613,6.0,0.0,206716,杨铭宇黄焖鸡米饭,0,2204,46
359,68,0,79420816,2.0,25.0,2023761,九嘉九炸鸡,0,189,45
360,102,0,68078273,0.0,50.0,1378466,邱比特蛋糕,0,89,46
361,50,0,90089612,22.0,0.0,2220018,热蟹沸腾,0,42,48
362,54,0,67630485,4.0,20.0,1250780,奶盖贡茶（大运村店）,0,594,49
363,78,0,68959881,60.0,20.0,1435514,鲜果物语精品水果,0,41,50
364,56,0,77461342,0.0,0.0,1981910,完美榴莲千层,0,0,0
365,35,0,76846432,7.0,0.0,1924406,首迩紫菜包饭（中关村店）,0,333,48
366,41,0,73427022,3.0,0.0,1981894,味芝客,0,96,49
367,33,0,16833594,4.0,20.0,897834,老大同刀削面,0,125,45
368,59,0,90336859,5.0,0.0,2253656,果缤纷鲜果切,0,941,47
369,61,0,22985353,7.0,0.0,179501,麻辣村麻辣香锅烤鱼外卖,0,594,48
370,60,0,67204101,20.0,0.0,1465288,kismet鲜花（回龙观店）,0,0,0
371,30,0,10332056,8.0,20.0,810531,ZOOCOFFEE（硅谷大厦店）,0,90,49
372,50,0,27473357,7.0,20.0,420253,哈哈镜（中关村店）,0,601,45
373,92,0,14711957,25.0,88.0,1049222,桐记小灶儿牛板筋火锅,0,53,46
374,61,0,1948114,5.0,25.0,382425,全面俱到（清华科技园店）,1,0,0
375,33,0,16006122,5.0,20.0,866929,巴依老爷新疆美食（清华东门店）,1,949,46
376,56,0,90017266,0.0,0.0,1981915,绿萝卜蛋糕坊（蓟门桥店）,1,0,0
377,55,0,50258855,5.0,20.0,1001832,塔莎花苑（鲜花咖啡）,1,0,0
378,36,0,73977525,3.0,0.0,1783598,无名元米粉（学府美食城）,1,0,0
379,60,0,76085875,0.0,100.0,1872496,鲜花礼品店,1,0,0
380,40,0,90509145,15.0,68.0,2318717,兴鑫腾达超市,1,0,0
381,50,0,69094878,65.0,69.0,650772,云超市（哈哈镜）,0,91,50
382,40,0,67968833,3.0,0.0,1655950,优卡健身餐,0,1594,47
383,40,0,23911071,0.0,50.0,1709863,酒便利(清河五彩城店),0,33,48
384,55,0,90503142,4.0,15.0,2314837,养生五谷脆煎饼,0,4,0
385,72,0,48010393,25.0,35.0,109095,人民公社（中关村店）,0,93,50
386,54,0,56569601,10.0,20.0,714813,贡茶,0,276,44
387,58,0,80534978,30.0,0.0,2078244,哈哈镜（天宁寺店）,0,41,48
388,40,0,74576980,10.0,188.0,1842077,壹柒壹3,0,0,0
389,60,0,90354888,0.0,0.0,2257418,重庆花艺,0,47,50
390,32,0,2242231,5.0,20.0,1686159,胜负韩国料理,0,191,46
391,56,0,45488097,0.0,25.0,536634,韩食轩韩国料理,0,27,48
392,56,0,40136661,7.0,30.0,2110132,健翔桥市场水果店,0,8,0
393,125,0,21165654,0.0,100.0,1181365,熙贝蛋糕,0,130,50
394,56,0,79270262,0.0,300.0,2027774,爱蒂宝（APM店）,0,2,0
395,60,0,90304773,0.0,22.0,2248771,奇迹花园,0,2,0
396,37,0,26915971,30.0,58.0,364941,馋嘴猫零食坊,0,67,50
397,34,0,48184053,3.0,20.0,2132055,雨晴小厨小菜,0,728,46
398,34,0,90555213,3.0,15.0,624892,汤火功夫麻辣烫（五道口店）,0,9192,44
399,56,0,76085710,25.0,40.0,1872421,嘉禾圣鑫冻品,0,0,0
400,60,0,65754750,0.0,0.0,875603,鲜花坊,0,0,0
401,61,0,76831840,50.0,100.0,1907120,望京小腰王记串吧,1,687,47
402,92,0,3533512,55.0,200.0,1523464,金链花泰国餐厅,1,187,48
403,41,0,2524246,6.0,20.0,629210,麻辣诱惑（五道口店）,1,1265,47
404,43,0,90281125,12.0,0.0,2248777,望京小腰小板凳串吧,1,347,45
405,55,0,76738698,7.0,0.0,2000762,夕禾饺子,1,0,0
406,49,0,22140663,5.0,20.0,1131573,疯狂披萨（清华园店）,0,28,0
407,40,0,21829450,0.0,50.0,1709855,酒便利(上地店),0,24,50
408,84,0,80610278,5.0,50.0,2093782,榴莲哥蛋糕,0,240,48
409,30,0,65607859,5.0,20.0,854440,龙腾川湘,0,8,0
410,56,0,73606238,25.0,68.0,1781958,益食鑫隆蔬果生鲜店,0,63,50
411,57,0,80994968,35.0,60.0,2098764,沙卡拉卡私厨手工沙拉,0,662,49
412,30,0,23330220,3.0,20.0,1089019,晨香源刀削面,0,131,47
413,53,0,23099282,6.0,15.0,430151,港记甜品（林大店）,0,449,45
414,88,0,67989899,20.0,100.0,1410604,好好妈燕鲜炖燕窝,0,124,48
415,34,0,2404300,5.0,20.0,14097,正一味(五道口店),0,1099,45
416,35,0,47020351,6.0,20.0,805083,二十五块半（中关村店）,0,3278,48
417,71,0,69650321,35.0,80.0,1617441,一号码头,0,284,43
418,61,0,16983185,2.0,50.0,553804,壹加壹炸鸡,0,451,48
419,30,0,65665605,5.0,15.0,1697994,荣炙速味居黄焖鸡米饭,0,5,0
420,32,0,91079939,5.0,15.0,300082,烤肉拌饭（中关村一桥店）,0,607,46
421,78,0,27128820,0.0,0.0,1648013,诺巴克蛋糕,0,48,49
422,67,0,77263295,4.0,29.0,1957913,果农的儿子（品质水果店）,0,533,42
423,40,0,2899978,9.0,0.0,278494,肯德基宅急送(双清路店）,0,462,48
424,134,0,45632581,0.0,0.0,456438,北京爱情故事鲜花,0,95,42
425,60,0,69412191,0.0,0.0,1545055,维纳斯鲜花（北京朝阳1店）,0,5,0
426,55,0,76738698,7.0,0.0,2000762,夕禾饺子,1,0,0
427,38,0,48175679,1.0,0.0,1500886,溢香缘黄金咖喱饭,1,1011,44
428,82,0,79666067,19.0,68.0,1275027,老胡海鲜宵夜,1,189,41
429,43,0,67255148,5.0,20.0,1302399,德宏绿孔雀（云南傣味）,1,18,40
430,55,0,1936129,5.0,20.0,626521,恒河印度餐厅（成府店）,1,0,0
431,60,0,69412195,0.0,0.0,1545052,维纳斯鲜花（北京丰台1店）,0,4,0
432,56,0,77589628,35.0,0.0,2149165,一品海鲜汇,0,1,0
433,60,0,69412211,0.0,0.0,1545053,维纳斯鲜花（北京海淀店）,0,5,0
434,60,0,69412215,0.0,0.0,1545051,维纳斯鲜花（北京朝阳店）,0,61,47
435,56,0,75127783,0.0,0.0,1834414,美滋味蛋糕坊,0,1,0
436,39,0,50292923,2.0,0.0,320410,山西刀削面,0,970,46
437,33,0,17664781,5.0,20.0,584671,西少爷肉夹馍（五道口旗舰店）,0,3362,49
438,32,0,66573110,8.0,20.0,584664,西少爷肉夹馍（新中关店）,0,4106,49
439,39,0,27289045,3.0,15.0,421487,FitBuddy健康伙伴,0,370,46
440,50,0,67402727,22.0,0.0,560505,哈哈镜（马甸桥店）,0,412,49
441,40,0,90922148,45.0,0.0,2370765,哈哈镜超市,0,5,0
442,57,0,38322451,26.0,0.0,473563,哈哈镜（宣武门店）,0,370,48
443,50,0,69725895,35.0,150.0,1617517,老鬼龙虾,0,57,38
444,53,0,6448650,5.0,0.0,1847097,沙县精品（千食百味）,0,75,47
445,117,0,16985157,0.0,100.0,664207,遇见榴莲千层蛋糕专门店,0,172,48
446,60,0,18344151,0.0,0.0,1981024,北京玛莉莎花艺园,0,0,0
447,65,0,21035679,40.0,110.0,653497,鲍家糕点（武圣路店）,0,474,49
448,37,0,18278997,6.0,20.0,685933,鸿运老北平,0,1287,48
449,38,0,90566073,5.0,0.0,2337707,渝味轩（中关村店）,0,254,45
450,58,0,66934511,0.0,80.0,1049876,转点pizza（志新路）,0,107,49
451,67,0,69659751,50.0,168.0,1608808,望京小腰,1,316,41
452,56,0,50472625,0.0,120.0,1099813,星期六烘焙,1,18,0
453,31,0,76913810,7.0,0.0,2046042,关刀即时捞冒菜（中关村店）,1,26,43
454,30,0,66398914,3.0,15.0,2346245,泉月九宫格（麻辣香锅）,1,25,45
455,60,0,5401436,50.0,100.0,2007746,爱丽娜鲜花,0,0,0
456,84,0,45362348,8.0,68.0,331514,麻辣村香锅烤鱼,0,247,46
457,151,0,58964848,0.0,0.0,774031,麦卡琪蛋糕店,0,69,47
458,60,0,67142049,0.0,0.0,1097723,花火鲜花总部店,0,10,0
459,30,0,69181394,5.0,25.0,1540655,首迩紫菜包饭（北京语言大学店）,0,209,48
460,34,0,69719030,7.0,20.0,2211524,知味湘,0,32,48
461,60,0,77289737,0.0,0.0,1957998,心语鲜花(朱辛庄店),0,0,0
462,60,0,80950870,0.0,0.0,2094386,鲜花水果,0,2,0
463,34,0,6040805,5.0,20.0,802600,laker‘s披萨(五道口店）,0,127,47
464,57,0,59256772,14.0,78.0,798215,水果超市,0,171,47
465,60,0,69285211,0.0,0.0,1521902,恋人花坊（仟百意）,0,160,48
466,77,0,90511636,35.0,0.0,2320074,功夫龙虾,0,233,46
467,30,0,59158340,6.0,20.0,1154999,周黑鸭(北京五道口华清嘉园店),0,539,48
468,60,0,11265536,20.0,100.0,2263850,彩虹鲜花,0,5,0
469,58,0,20900848,36.0,100.0,1383966,鲍师傅糕点（安定门店）,0,1113,49
470,56,0,75193499,0.0,0.0,1873193,佳佳蛋糕（全城配送店）,0,52,46
471,77,0,75636698,30.0,260.0,1862445,四季蔬果,0,75,48
472,32,0,90009615,3.0,20.0,2192242,凉皮先生（清华大学店）,0,583,46
473,31,0,4233334,5.0,20.0,553921,龙腾轩,0,3503,47
474,47,0,79312475,5.0,0.0,2141658,抚顺麻辣拌,1,227,40
475,56,0,48041462,19.0,89.0,595888,泽宇美食快餐,1,21,0
476,72,0,67868497,2.0,20.0,1310085,一品香韩国料理炸鸡,1,228,47
477,56,0,19811224,0.0,0.0,1474292,爱的味道（清河店）,1,0,0
478,40,0,69146756,12.0,30.0,2198886,鲜花水果超市,1,0,0
479,45,0,4684388,7.0,0.0,343394,吉野家(五道口店),0,1523,47
480,43,0,67725571,66.0,0.0,1271074,俄罗斯特色商店（万源店）,0,12,0
481,64,0,79470787,1.0,25.0,2163923,爱尚炸鸡（清华东路店）,0,400,44
482,77,0,45301812,30.0,88.0,711804,挪威三文鱼刺身专卖,0,280,46
483,55,0,76947441,7.0,20.0,2394039,全时便利店-林业大学店,0,0,0
484,60,0,76861761,0.0,0.0,1916108,吉鑫园林鲜花店,0,1,0
485,56,0,513255,0.0,0.0,1667288,汇力发饼屋,0,39,42
486,98,0,69721145,26.0,200.0,1545165,蔬菜果园,0,69,49
487,33,0,5284183,6.0,25.0,183766,鸿毛饺子（保福寺店）,0,752,46
488,81,0,66551271,35.0,0.0,990131,麻辣火龙虾,0,280,47
489,50,0,69038192,25.0,80.0,1461759,极速凡仔汉堡,0,223,48
490,70,0,5311691,15.0,100.0,968185,红辣椒（凉皮先生）,0,279,49
491,60,0,68156885,0.0,0.0,1395647,妮依然品牌鲜花店(北京),0,9,0
492,68,0,19119447,8.0,98.0,166269,麻辣村香锅烤鱼（广渠门店）,0,362,48
493,55,0,76861610,6.0,20.0,1916073,快买酒(利民华明店),0,0,0
494,50,0,65714160,30.0,0.0,2098842,哈哈镜便利店,0,121,46
495,77,0,69735309,18.0,50.0,1857585,东环物语,0,123,48
496,44,0,90097080,5.0,0.0,2222987,晋味小厨（中关村店）,0,807,43
497,32,0,90313188,9.0,0.0,2246256,三千客炸鸡汉堡（中关村店）,1,21,46
498,56,0,74603871,25.0,200.0,1804969,小亮挪威三文鱼,1,3,0
499,36,0,90097459,7.0,0.0,2223081,爱尚麻辣烫（知春路店）,1,10,0
500,54,0,90552161,2.0,20.0,2332695,898炸鸡,1,25,50
501,40,0,68997852,6.0,0.0,1447945,鑫湘缘大碗饭,1,88,46
502,64,0,56852130,18.0,60.0,634330,烧烤家宴,1,295,46
503,56,0,69139861,20.0,0.0,113771,淘虾记,1,14,50
504,50,0,15180187,19.0,200.0,201716,尊享宜购生活超市,0,571,49
505,67,0,77349456,40.0,99.0,1972388,果蔬鲜超市(大红门店),0,159,43
506,36,0,76755011,3.0,20.0,2183524,敏丁拌饭馆,0,10,0
507,39,0,45604578,7.0,20.0,192490,煎饼间,0,2488,48
508,91,0,90009375,0.0,0.0,2192142,不打烊私房蛋糕,0,278,48
509,49,0,69087747,9.0,35.0,232306,24h便利美食,0,139,40
510,42,0,3706972,5.0,20.0,55514,戈壁人家米粉（中关村店）,0,309,45
511,40,0,69181037,4.0,0.0,2263874,筷客花蛤（中关村店）,0,170,41
512,40,0,77279399,60.0,268.0,1962448,便利超市,0,4,0
513,30,0,27374916,5.0,20.0,630450,庆丰包子铺（志新路）,0,377,47
514,56,0,45049835,40.0,0.0,2122236,溪水园海鲜,0,0,0
515,36,0,9004549,6.0,0.0,1760449,巫山烤鱼家常菜（中关村店）,0,1370,44
516,34,0,66649629,3.0,0.0,1158537,湘情小碗菜,0,528,45
517,55,0,90047736,6.0,29.0,2207363,快买酒（水鑫圣叶店）,0,0,0
518,56,0,67834101,0.0,0.0,1298251,小七街驴肉火烧,0,8,0
519,84,0,26232014,20.0,0.0,377596,卖虾(小龙虾外卖),0,166,44
520,56,0,90057329,45.0,0.0,2211753,隆福寺小吃,0,28,0
521,60,0,8726703,0.0,50.0,2007962,鲜花坊,0,0,0
522,64,0,67925712,10.0,68.0,1342213,麻辣香锅烤鱼坊,0,128,48
523,50,0,65768485,19.0,348.0,875225,阳光超市,0,291,48
524,63,0,82686655,0.0,0.0,2122213,万佳鲜花（各庄店）,0,16,50
525,64,0,73430260,35.0,0.0,1712951,望京小腰（曹记串吧）,1,632,47
526,37,0,82245377,3.0,0.0,2114448,麻辣传（辣炒）,1,562,46
527,30,0,22393739,3.0,15.0,805348,渝品味美食,0,41,47
528,30,0,40018260,5.0,20.0,1232210,无名缘米粉（圣熙店）,0,26,0
529,36,0,17812756,3.0,0.0,633898,地下铁（旺角站）,0,1140,49
530,99,0,69323304,19.0,99.0,1535067,AJ麻辣海鲜订制,0,174,39
531,33,0,8988572,6.0,20.0,490598,CoCo都可茶饮（五道口华联店）,0,2502,48
532,62,0,76942734,50.0,70.0,1935256,蓬莱小海鲜,0,120,48
533,38,0,83586947,3.0,0.0,2179459,不二猪手饭,0,512,46
534,61,0,77480199,60.0,0.0,1985669,武汉久久鸭（哈哈镜）,0,300,47
535,30,0,18571536,5.0,20.0,1232223,鸭血粉丝汤（圣熙店）,0,109,49
536,68,0,67855255,46.0,20.0,1552416,村上一屋日料寿司（棕榈泉店）,0,858,46
537,60,0,71015990,0.0,0.0,1698277,花之恋鲜花（鲁港店）,0,0,0
538,30,0,76849279,7.0,0.0,1924076,云歌贡茶（中关村店）,0,22,0
539,38,0,50375124,5.0,20.0,1232195,过桥米线（圣熙店）,0,58,46
540,53,0,90456105,5.0,0.0,2293013,水城黄焖鸡米饭（中关村）,0,1,0
541,56,0,73426558,0.0,0.0,1756619,佰味村月饼糕点,0,0,0
542,45,0,68074685,3.0,0.0,1353564,凉皮先生（五道口1店）,0,3920,47
543,84,0,67848535,20.0,98.0,179160,夹克的虾（小龙虾外卖）,0,1662,48
544,56,0,45589473,0.0,0.0,2271469,八喜冰淇淋蛋糕（西马场路店）,0,76,48
545,33,0,18673674,3.0,20.0,425535,美丫妈妈起司蛋糕（五道口店）,0,330,48
546,40,0,79265392,3.0,0.0,2133747,杠上开花 串串香,1,97,50
547,64,0,58668826,15.0,80.0,703313,烧烤诱惑,1,289,37
548,75,0,59399020,25.0,60.0,809153,BBQ烧烤吧,1,324,47
549,55,0,75180607,7.0,15.0,2046258,micat薄荷猫美式冻酸奶（食宝街店）,1,0,0
550,40,0,74599864,55.0,0.0,1834194,华联生活超市,1,0,0
551,30,0,9085053,3.0,20.0,802322,食平方（学清路店）,0,1060,48
552,33,0,18673674,3.0,20.0,425535,美丫妈妈起司蛋糕（五道口店）,0,330,48
553,32,0,25054648,3.0,0.0,395694,姐妹土豆粉,0,877,46
554,75,0,24029703,16.0,45.0,875142,左岸右转面包工坊,0,202,49
555,30,0,73391928,5.0,20.0,1742918,叫了个炸鸡（六道口店）,0,1216,48
556,34,0,91005616,3.0,15.0,2398069,老北京包子,0,57,41
557,54,0,2253889,0.0,50.0,549682,火鬼披萨（五道口店）,0,300,46
558,36,0,21555924,3.0,0.0,509651,二贵酸汤鱼土家菜（学院路店）,0,96,49
559,60,0,79259271,0.0,0.0,1998771,鲜花绿植,0,15,49
560,77,0,77595571,0.1,0.0,1990099,金麦香蛋糕,0,150,49
561,30,0,22594842,5.0,20.0,1444031,BunnyDrop白兔糖咖啡西餐（五道口店）,0,163,47
562,39,0,83596902,3.0,0.0,2183374,健食坊,0,1980,48
563,36,0,67255663,4.0,15.0,1131257,重庆麻辣烫,0,2535,47
564,62,0,90496266,40.0,20.0,2311574,鲜果家族,0,225,47
565,50,0,69341356,18.0,0.0,1540877,北京兰色小月亮河商店,0,147,50
566,56,0,58786706,26.0,0.0,1337979,哈哈镜,0,72,49
567,56,0,91005480,16.0,49.0,2398057,CFB炸鸡啤酒（上地华联店）,0,15,0
568,82,0,65735081,5.0,50.0,1501098,榴莲蛋糕（榴莲哥榴莲主题店）,0,180,50
569,117,0,22245324,0.0,0.0,1539373,小贤家榴莲蛋糕（双井店）,0,188,48
570,34,0,8960371,3.0,15.0,867329,谢家驴肉火烧,0,672,47
571,56,0,22644066,50.0,300.0,959170,龙虾趴,1,5,0
572,55,0,66792052,7.0,0.0,2011884,书和咖啡,1,1,0
573,72,0,66775351,12.0,58.0,1014933,果真鲜（金源店）,1,246,44
574,30,0,67007998,5.0,20.0,1232170,单县羊汤,1,0,0
575,30,0,90376665,4.0,20.0,2263774,食为鲜（上地店）,0,11,0
576,41,0,69723335,4.0,0.0,2198661,食光脆皮鸡排饭,0,422,48
577,50,0,57567064,20.0,88.0,694637,乐哈哈超市,0,537,48
578,33,0,77135440,6.0,15.0,1981265,辣滋味铁锅吧,0,9,0
579,135,0,77608089,0.0,0.0,1990130,绿萝卜蛋糕坊（酒仙桥店）,0,946,50
580,54,0,19811224,5.0,38.0,2320336,爱的味道蛋糕（清河店）,0,5,50
581,50,0,69843984,5.0,35.0,1073802,royaltea皇茶（御品贡茶）,0,2445,47
582,60,0,67244554,0.0,0.0,1127754,花火鲜花（新港花店）,0,7,0
583,40,0,79610755,5.0,35.0,2065326,旺季▪现配茶健康调理中心,0,3,0
584,60,0,57416304,0.0,0.0,2294138,花点时间（北京店）,0,0,0
585,102,0,22246291,15.0,50.0,1170023,7cake榴莲千层蛋糕,0,1907,48
586,55,0,83206659,3.0,0.0,2280969,一丁目超市,0,0,0
587,52,0,8981681,7.0,15.0,1033829,文记金牌烤肉,0,60,50
588,56,0,59296567,30.0,0.0,2011840,新利来蛋糕鲜花坊,0,32,50
589,57,0,69562621,45.0,99.0,1593687,四季甜品（总店）,0,134,46
590,60,0,67149586,0.0,0.0,1298382,卉卉花艺,0,7,0
591,40,0,79303276,0.0,0.0,653683,久遇进口葡萄酒直营店,0,0,0
592,53,0,32843127,12.0,40.0,374250,金釜山紫菜包饭盐酥鸡,0,834,46
593,37,0,66429899,7.0,15.0,963388,南城香（中关村）,0,3296,48
594,44,0,21909401,3.0,0.0,309203,无名缘米粉,0,965,47
595,62,0,69264049,0.0,0.0,1514371,花之恋鲜花（总部店）,1,0,0
596,55,0,79427180,3.0,15.0,2020469,幸福彩虹蔬菜水果超市,1,9,0
597,56,0,77456418,20.0,100.0,71213,云膳麻辣（小龙虾外卖）,1,1,0
598,74,0,73588185,10.0,50.0,1774399,烧烤夜宵,1,129,46
599,65,0,90041560,25.0,0.0,2202944,麦田坊蛋糕店,0,48,44
600,68,0,90592062,0.0,0.0,2350574,甜蜜蜜蛋糕坊,0,59,48
601,56,0,90107817,25.0,0.0,2227173,现磨五谷养生坊,0,18,0
602,32,0,69209162,3.0,0.0,1501013,辣妈香锅排骨汤,0,1987,46
603,44,0,59129080,7.0,0.0,2302967,天天易家（餐饮专卖）,0,518,46
604,60,0,67925669,0.0,89.0,1326918,uegarden你的花园,0,1,0
605,42,0,68173953,3.0,0.0,1403008,邂逅冒菜,0,3985,44
606,68,0,90398363,20.0,80.0,2298022,伊米甜品（角门店）,0,150,45
607,56,0,67628553,30.0,98.0,1240967,麻小辣麻辣香锅小龙虾,0,53,0
608,60,0,76989510,0.0,0.0,1942907,新颖鲜花（东高地店）,0,21,50
609,42,0,5999934,5.0,20.0,568991,零度空间（五道口店）,0,14,0
610,37,0,19141812,5.0,20.0,381792,秦门（五道口店）,0,5846,46
611,60,0,67757530,30.0,100.0,1280806,the wild花店（三里屯店）,0,0,0
612,30,0,6065593,5.0,0.0,773758,大拇指（知春路店）,0,295,45
613,99,0,48007845,19.0,138.0,369900,鲜果惠水果超市,0,223,49
614,56,0,37924391,0.0,0.0,603146,爱诺食尚蛋糕,0,79,46
615,44,0,23114776,3.0,15.0,1093386,谢家驴肉火烧（二店）,0,647,45
616,60,0,45436881,0.0,0.0,482968,花佰堂（西坝河店）,0,0,0
617,54,0,69109703,15.0,0.0,1391957,花果园（水果切）,0,1539,47
618,155,0,67296986,0.0,0.0,1210238,幸福西饼蛋糕(东城店),0,385,47
619,43,0,66325573,5.0,25.0,963429,尚品披萨,0,2574,46
620,30,0,10330755,3.0,15.0,603172,第1佳大鸡排（圣熙八号店）,1,288,48
621,30,0,65974990,3.0,15.0,901825,讨小海龙虾饭,1,0,0
622,33,0,6065593,5.0,0.0,773748,大拇指面馆,1,200,42
623,58,0,69702918,10.0,25.0,1633087,麦堡王（中关村店）,1,1533,45
624,40,0,23895124,1.0,0.0,300526,秦晋面艺,0,291,41
625,55,0,90287658,3.0,15.0,2236804,干鲜果蔬超市,0,18,0
626,60,0,50581176,0.0,0.0,1756454,北京诗怡鲜花,0,38,50
627,170,0,67725215,0.0,20.0,1270901,奇乐美蛋糕坊,0,49,44
628,56,0,41123035,35.0,38.0,197590,D.K.uss营养水果(北京店),0,6,0
629,116,0,70599179,0.0,0.0,1708393,琪乐时尚蛋糕西点,0,155,48
630,35,0,17850191,5.0,35.0,668160,阳光乐购,0,312,48
631,68,0,67628430,48.0,50.0,1443861,鸿光粥粉面小食专门店,0,388,48
632,37,0,59880422,5.0,20.0,549763,LUSH（成府路店）,0,196,48
633,71,0,13664014,35.0,0.0,928753,美蛙私厨（总店）,0,252,48
634,50,0,81000682,9.0,45.0,2114407,御品轩地瓜坊(西直门店),0,88,43
635,56,0,69819107,10.0,0.0,1275245,芭特轻奢千层蛋糕,0,57,47
636,56,0,67740061,30.0,195.0,1275239,一锅海鲜（北京）,0,42,50
637,55,0,90481872,5.0,20.0,2240658,云码创咖,0,0,0
638,50,0,79615948,35.0,88.0,2051502,e果e家五棵松店,0,85,49
639,33,0,76932035,5.0,20.0,1931934,黄焖鸡米饭,0,11,0
640,46,0,91002427,4.0,0.0,2397197,百味厨房,0,5,0
641,56,0,69892029,2.0,25.0,1655510,营养排骨饭（盖饭）,1,0,0
642,56,0,54057822,46.0,80.0,1866603,嘉食和（全球精选美食商城）,1,0,0
643,50,0,79628312,35.0,200.0,2056016,麻辣经典,1,102,44
644,67,0,79628325,35.0,200.0,2056022,一号大连海鲜,1,339,41
645,50,0,48578239,0.0,0.0,366583,清碧源水站,1,30,0
646,30,0,69958081,2.0,0.0,2046514,食益.快餐,1,4,0
647,54,0,18720323,30.0,0.0,2191808,淘虾记（小龙虾·烧烤·海鲜）,1,45,37
648,56,0,91016804,0.0,0.0,2402114,一期一会蛋糕,0,1,0
649,45,0,14740147,5.0,0.0,725393,汉堡谷,0,1977,47
650,39,0,69485553,3.0,0.0,1561995,嘟嘟烤肉拌饭,0,3969,46
651,35,0,65682077,6.0,0.0,863856,慕食（中关村店）,0,1561,47
652,60,0,82687064,0.0,0.0,2122448,万佳鲜花（惠新店）,0,18,50
653,33,0,23048502,3.0,0.0,166814,米哥脆皮鸡饭,0,1647,47
654,32,0,13769513,5.0,20.0,2168690,杨裕兴（五道口店）,0,139,47
655,45,0,1754941,6.0,29.0,335254,卜蜂莲花（成府路店）,0,447,47
656,56,0,75128778,0.0,0.0,1834881,七月麦谷蛋糕,0,34,37
657,85,0,66903936,15.0,0.0,1178478,麦田坊蛋糕,0,174,48
658,56,0,68041359,19.0,99.0,1364967,冰城大虾,0,77,48
659,71,0,79435159,35.0,0.0,2024538,蛙辣哇啦（回龙观店）,0,344,42
660,38,0,58244966,4.0,15.0,725433,私菜益汤,0,174,45
661,50,0,79712566,45.0,158.0,2068963,双盛粮油蔬菜食品（水果）,0,77,50
662,39,0,59407592,2.0,0.0,809980,回味黄焖鸡,0,3010,47
663,30,0,79589349,5.0,0.0,2046469,丹麦蜂蜜大麻花（中关村店）,0,16,0
664,151,0,515381,58.0,158.0,782294,海底捞火锅外送（牡丹园店）,0,49,50
665,38,0,58245056,4.0,15.0,725440,初心便当,0,1486,45
666,56,0,90376122,20.0,128.0,2263456,蜀留香小龙虾海鲜（西城区店）,1,2,0
667,56,0,48033868,0.0,0.0,1174104,滒润蛋糕店,1,0,0
668,56,0,71005312,5.0,0.0,1663831,Funxin,1,0,0
669,40,0,76910376,0.0,20.0,1858303,粮便利,1,0,0
670,85,0,73393945,35.0,150.0,1743729,韩式炸鸡料理店,1,162,44
671,77,0,67373669,36.0,100.0,1687372,栗记麦香坊,0,87,45
672,84,0,57714310,50.0,100.0,797712,佐伦比萨,0,113,45
673,55,0,67850294,6.0,20.0,1306206,糖果花坊,0,0,0
674,30,0,76845415,7.0,0.0,2007282,北京粥饼（中关村店）,0,65,44
675,64,0,76358194,20.0,50.0,1877151,FCJ炸鸡＆啤酒,0,55,40
676,86,0,90347126,8.0,80.0,417662,千层千梦蛋糕,0,73,46
677,68,0,75636302,15.0,0.0,2191775,喜豆·面包房（蛋糕、西点）,0,53,49
678,37,0,66548422,6.0,20.0,998247,Fita健康餐,0,1370,48
679,65,0,75138686,5.0,0.0,1838956,壹号院餐厅（石油大院店）,0,82,50
680,60,0,58512351,0.0,0.0,1020034,花间派花坊,0,111,50
681,40,0,68065683,28.0,149.0,1379806,幸福公社便利店,0,12,0
682,50,0,57426036,30.0,30.0,677676,哈哈镜超市（广安门店）,0,29,0
683,56,0,5239674,40.0,0.0,491299,香口鱼(簋街红鬼龙虾),0,67,39
684,34,0,69252154,3.0,0.0,2329555,唇辣号（冒菜，火锅）,0,268,45
685,37,0,66998147,7.0,20.0,1197988,乔掌柜黄焖鸡,0,66,45
686,60,0,79281142,0.0,0.0,2011618,唯忆永生花专卖店,0,3,0
687,60,0,23505524,0.0,80.0,403667,芊艺鲜花绿植,0,37,50
