shopid,shopname,lat,lng,cateid,catename
26211834,先花店(北京东城区分店),39.9576409465232,116.417543103202,101346,鲜花蛋糕
63051702,CFB炸鸡啤酒（亚运村店）,39.9912662803286,116.409279171937,101327,烧烤炸鸡
76986553,鲜肉蔬菜店（石榴园店）,39.8456364076499,116.413201335775,100970,商超生鲜
50684833,食牛族私房牛肉外卖,39.9805629305219,116.41519533358,101327,烧烤炸鸡
66151745,幸福西饼蛋糕（朝阳店）同城配送,39.8703864088188,116.575765449698,101276,甜点饮品
57017800,志慧友水果超市,39.9476881069014,116.326470341914,100970,商超生鲜
18215555,味美思蛋糕店,39.8842774897153,116.296407186314,101276,甜点饮品
67190454,秋之意寿司三文鱼,40.0456992242887,116.403821616447,100321,异国料理
90336657,花为美鲜花（北京花洋旗舰店）,39.9168391380905,116.555691831843,101346,鲜花蛋糕
69796903,与Ta时光,39.8974873973234,116.452786906196,101276,甜点饮品
32316403,念客misscake蛋糕,39.9345464487597,116.449074375506,101276,甜点饮品
72346324,幸福花艺花店,39.8931128593846,116.303447849879,101346,鲜花蛋糕
66647745,果之缘,39.8779813308905,116.279121823792,100970,商超生鲜
73396313,麻辣8号（麻辣香锅小龙虾）,39.8939145317168,116.489406556093,101303,无辣不欢
80988705,幸福e站鲜花店,39.9723124372036,116.483360992968,101346,鲜花蛋糕
90093489,法兰西蛋糕烘焙,39.9626831267017,116.416877622473,101276,甜点饮品
69923290,昨昔雨参鸡汤,39.91480552198,116.490381663957,100321,异国料理
67842221,鲜花,39.9271681658694,116.314358686895,101346,鲜花蛋糕
71401184,酒汇千家,39.8928026905256,116.500181484335,100970,商超生鲜
65731499,kiss千层榴莲蛋糕,39.8399346180671,116.501231939718,101276,甜点饮品
67974997,酒小二,40.0864099722365,116.337246318543,100970,商超生鲜
67571798,营养鲜果庄园（明光村店）,39.956961484982,116.343380571451,100970,商超生鲜
66058752,清碧源（景田专卖店）,39.7950504811127,116.479509660445,100970,商超生鲜
90961283,一家花店（北京店）,39.9697537453537,116.433278425786,101346,鲜花蛋糕
69820706,果农的儿子,39.9185163900125,116.411192109932,100970,商超生鲜
90335932,一品鲜果切,39.8842704550009,116.433981768647,100970,商超生鲜
66058505,花朵美花艺旗舰店,39.8288156294931,116.351217086862,101346,鲜花蛋糕
22581221,25小时鲜花店（总部）,39.9176324426036,116.43113160342,101346,鲜花蛋糕
32672672,千寻鲜花,39.8281140354985,116.354865406296,101346,鲜花蛋糕
79232988,彩虹水果批发,39.9123193775066,116.63430095031,100970,商超生鲜
75114021,猫小院猫主题餐厅（外卖中心）,39.939909221056,116.387650320991,101276,甜点饮品
90459217,沙家辣鸭脖（立水桥店）,40.0461909819923,116.397578513708,101327,烧烤炸鸡
48149556,珍爱鲜花旗舰店,39.7622024233996,116.330189218085,101346,鲜花蛋糕
67868569,天意尚品鲜花,39.927772901238,116.412478159641,101346,鲜花蛋糕
76934314,蚝鲜生烧烤海鲜夜宵,39.9437410594409,116.298108402904,101327,烧烤炸鸡
81868328,虾蛙诱惑,40.0282308115043,116.43045919944,101327,烧烤炸鸡
58085443,烧烤盛宴,39.8496148344519,116.37234365997,101327,烧烤炸鸡
90649507,乐味乐道千层蛋糕,39.8258340428982,116.279639573253,101276,甜点饮品
66278375,文华盛（怡宝专卖店）,39.7943912611136,116.480448220633,100970,商超生鲜
80990115,芬芳水果精品批发,39.9112361683953,116.63446769909,100970,商超生鲜
65678120,鑫美月鲜花店,39.8326010336079,116.36024861272,101346,鲜花蛋糕
77281906,闽鲜行挪威三文鱼,40.0201713601991,116.454933963888,101327,烧烤炸鸡
27524412,照相鲜花,39.8855411346473,116.310577389706,101346,鲜花蛋糕
90020157,夏小妹榴莲千层盒子,39.8641024883481,116.446690579271,101276,甜点饮品
67959237,AJ麻辣海鲜订制,39.9918301730991,116.332337347747,101327,烧烤炸鸡
76988484,果鲜世界,39.9138526409057,116.632088764512,100970,商超生鲜
67409830,焙多芬手感烘焙工坊,39.8748379174615,116.441767223734,101276,甜点饮品
79603001,寿司工匠,39.9186853757651,116.426216215448,100321,异国料理
67674928,Hello office,40.0160104365909,116.365862715017,101276,甜点饮品
