shopid,shopname,lat,lng
16458740,平价超市（木樨园店）,39.8573186004134,116.389081816052
68169954,品酒品红酒旗舰店,39.9249882609896,116.60190898786
73429509,丽芝阳光鲜花坊,39.8596476272067,116.392209335023
79705038,美味水果千层蛋糕,39.9255334111068,116.325733836117
79562608,彩虹坊蛋糕,39.9943337830108,116.404177376771
80619375,星巴克咖啡（酒仙桥）,39.9745106272728,116.48447490688
65973838,意克披萨,39.8974816955149,116.452915292059
66596956,ZEROLL零擀面包店,39.9306797170491,116.448211417982
38089288,巴黎贝甜（西单商场店）,39.9110319421694,116.368333753199
4088827,老农果园（西四店）,39.9234915118563,116.367359461928
76847321,米道香杂粮煎饼,39.9322582821041,116.392147088849
66760361,红酒坊,39.8989445970791,116.492860030841
77265725,鲜花坊(北京花之恋),39.8708188355083,116.272962353497
74569071,西域美食(新街口店),39.9391564727151,116.365984361127
57481228,伊诺鲜花馆,39.8263158738902,116.318283446219
22342958,小丁鲜花,39.9379652127345,116.439166817301
18283661,星巴克咖啡（一店）,40.04657649995,116.292052002117
69827161,西部马氏新疆风味美食,39.9246667414948,116.337802665913
27305762,星巴克咖啡（二店）,39.9547920366536,116.456573314346
66565335,星巴克咖啡（三店）,39.9563272867352,116.437402309332
75022585,塞上客清真麻辣烫 砂锅,39.9481483819616,116.340802168892
58685726,海鲜兄弟美食汇,40.0460991007978,116.403510411437
76676031,小龚香磨五谷膳食坊,39.8910373797075,116.467715266317
69500684,陈记顺和潮汕牛肉（魏公村),39.9545596887199,116.316655020502
3641590,颐春堂（青年路店）,39.927065630757,116.510221450036
25042206,康源超市,39.8961081171379,116.457662132112
67773892,烧烤时代,39.9254435475147,116.345233721239
90088173,羊先生烧烤城（西直门店）,39.9541607850505,116.350420705161
68127678,花畦苗铺鲜花,39.8273372151755,116.354780657451
24958437,小贤家千层榴莲蛋糕,40.0551909804391,116.40699528124
59061894,爱丽莎酒庄（百子湾店）,39.9021380330572,116.485316075752
5149840,安顺成蔬菜水果,39.874101737374,116.341862290546
76985470,生鲜果蔬超市（石榴庄店）,39.8456502127742,116.41294206857
74628612,火来乐?火锅外卖专家（北京店）,39.9552250593079,116.439985621701
90547109,高先生麻辣鱼麻辣香锅,39.9206805245571,116.416573598375
5142838,嘉和一品粥(南草厂店),39.9378044463015,116.357646583519
79558096,福德居饺子,39.9461264357637,116.364949949007
18020781,小面馆,39.937030399857,116.354968389603
76741495,国米水果店,39.9316667547849,116.409436908303
90040117,幸福鸟烘焙店,39.9567801049992,116.35268306944
69847693,一盛海鲜（小龙虾）,39.8658009560537,116.436096773838
27471140,拾花记,39.9490596978413,116.430815982363
76847602,南粤大地水果批发,39.8105644514236,116.335367472964
70426517,达美乐比萨（西直门阳光店）,39.9365582416725,116.340021322722
58059245,胡萝卜村（红酒生鲜超市）,39.9122970273212,116.403977748552
3215671,ebeecake小蜜蜂蛋糕,39.9849516864495,116.485654050921
82319264,牛奶便利（东四店）,39.9355225525763,116.410972742714
512017,庆丰包子铺(新街口店),39.9389616476526,116.366695395705
508326,庆丰包子铺(西安门店),39.9212857273844,116.372994803786
73590735,妈咪棒韩式炸鸡（双桥店）,39.9056496785633,116.57310009152
66154002,哈哈镜（马连道店）,39.8810671329662,116.323266124523
58312196,傻样儿鲜花（东方银座店）,39.9384643652518,116.428956707175
90955927,麦田斋蛋糕&烘焙工坊（方庄店）,39.8675375120597,116.428941673353
1884214,庆丰包子铺(月坛店),39.9172972521616,116.346786584944
22980860,丰四水果,39.8541315515261,116.27753490811
2037022,庆丰包子铺（太仆寺店）,39.9107915439054,116.372601580967
18498990,南小馆(金融街店),39.9137547636471,116.356725237648
1895722,庆丰包子铺(西单店),39.9175859868964,116.367158486883
45586126,茶多美茗茶,39.8215222857502,116.333011555545
1958758,庆丰包子铺(白塔寺店),39.9226368950001,116.359185916755
2547121,MyHome家乡小菜馆,39.937030399857,116.354968389603
66902078,大运通力超市,39.890757060534,116.350662298027
66131140,乙味屋（西四店）,39.9239885028089,116.367349412158
15864306,雅山中式快餐●麻辣烫,39.9286211462688,116.343077807594
45254539,三色莲花印度餐厅,39.937876464589,116.387223751119
72448920,北京溢香酒业,39.8749729820554,116.459615046736
38232465,爽辣棒棒鸡,39.917417049274,116.346904331599
68246752,丰四水果（中关村店）,39.9785156388731,116.315132458877
43616862,卧底生鲜超市,39.9229208207696,116.444800039575
578331,一心日本料理（北师大店）,39.9599281010796,116.363965632739
90420079,珍品汇海鲜（芍药居店）,39.987031719156,116.42551129944
69516957,绿色食材,39.8735245494697,116.355418655465
79560193,华都分割鸡蔬菜店（石榴园店）,39.8458300703752,116.412763865486
18693142,辣私房（小龙虾海鲜外卖）,39.9195846795927,116.426472552255
77491601,花美丽鲜花,39.828607500146,116.348221947708
79274134,皇城夜宵交大店,39.9437519019187,116.340050347077
79273405,IF品牌鲜花馆,40.0360487926966,116.303419928382
43644759,叫个鸭子（六里桥店）,39.8824633251983,116.311620457937
82249247,调料生鲜蔬果超市,39.8460195320534,116.412030118143
65645841,便民水果蔬菜超市,39.8964599893816,116.362965226035
3108598,张满意驴肉火烧,39.9235020111265,116.373664788759
3056221,姑姑宴（西直门店）,39.9403966982689,116.346555119634
58738167,小蹄大作,39.9404887619232,116.346515189006
68929444,九州达隆蔬菜水果,39.9017382521424,116.342527379007
22944639,第一佳大鸡排（新街口店）/黄焖鸡米饭,39.9433769346329,116.366298382967
2269702,卓越烤鸭店,39.9002518812652,116.354348189532
3304546,满记甜品（北京西直门凯德店）,39.9403966982689,116.346555119634
17965614,好运来驴肉馆,39.9348333643795,116.351797529421
26982074,面常面（地安门西大街店）,39.932296415055,116.387954177504
15088944,Coco都可茶饮(阜成门店),39.922518694552,116.351274090782
3096925,胜一兰湘菜馆,39.9026954567498,116.363957938455
73599293,张姐烤肉拌饭,39.9457776162562,116.332556692144
66401182,百果园水果批发（八里桥）,39.9121081676957,116.634443647858
19801024,维思客蛋糕（五店）,39.8781665341402,116.318451544585
80993192,利丰水果经销部,39.9124261055071,116.633821036366
11576492,川成元麻辣香锅（君太百货店）,39.9082281377894,116.366507572282
66277062,田老师红烧肉(海淀交大店),39.9480123685047,116.340253367811
69691581,欧麦面包坊,39.9914330622787,116.359230071783
26211834,先花店(北京东城区分店),39.9576409465232,116.417543103202
90403191,簋街王老太小海鲜,39.8522363996485,116.4699238436
63051702,CFB炸鸡啤酒（亚运村店）,39.9912662803286,116.409279171937
69205811,久久鸭（文慧园店）,39.9510914199889,116.358705095063
67121114,亲亲蟹,39.8955895922307,116.499181374311
2683591,河间驴肉火烧（展览路店）,39.9242378956697,116.337727884549
23515035,卿味寿司（东四店）,39.9206475319424,116.419661644429
38078120,老北京煎饼凉皮凉面,39.9473513752844,116.335330263502
65786895,果实鲜（现摘鲜切快送）,39.7289035964514,116.856285168969
57487128,云南过桥米线,39.9100251706401,116.369078916675
2741365,聚和园水煮鱼,39.9241776997877,116.330854286819
17628209,满顺楼烤鸭店,39.9338655499212,116.373707420698
76986553,鲜肉蔬菜店（石榴园店）,39.8456364076499,116.413201335775
50684833,食牛族私房牛肉外卖,39.9805629305219,116.41519533358
69182639,炸货工厂(通州万达店),39.9037164598862,116.633177562371
66151745,幸福西饼蛋糕（朝阳店）同城配送,39.8703864088188,116.575765449698
57017800,志慧友水果超市,39.9476881069014,116.326470341914
18215555,味美思蛋糕店,39.8842774897153,116.296407186314
69796853,法式蛋糕坊,39.8978506648658,116.45290922743
90010071,黄焖鸡米饭（西直门店）,39.9377942965318,116.367040071929
81757381,松鼠便利（北礼士路店）,39.9346236630424,116.345532940033
67903235,阿香米线(北京阜成门华联餐厅),39.9227680602625,116.347962526693
512237,龙江居东北菜,39.9246775043742,116.347049117135
67190454,秋之意寿司三文鱼,40.0456992242887,116.403821616447
90336657,花为美鲜花（北京花洋旗舰店）,39.9168391380905,116.555691831843
69796903,与Ta时光,39.8974873973234,116.452786906196
27145460,鲜花语录（ 九州花香）,39.8258272993432,116.319641400284
76939016,阿煲仔（西单店）,39.9154515077944,116.367659083656
9014141,航棉悦群肉饼店,39.9377402061978,116.369846413561
32316403,念客misscake蛋糕,39.9345464487597,116.449074375506
72346324,幸福花艺花店,39.8931128593846,116.303447849879
72351328,鸿润粥品（护国寺店）,39.93377000262,116.366569231975
72332893,蔬果大观园,39.8693701197092,116.348202823792
8968906,果多美（车公庄店）,39.930760358032,116.343479691735
37801605,老北京（新一代店）,39.9090085984491,116.371599958058
5860979,鼎香润（德胜门店）,39.9457248704123,116.373932665712
66647745,果之缘,39.8779813308905,116.279121823792
511566,三元梅园（西四店）,39.9203779095434,116.367124177752
22950846,米莉米娅蛋糕,39.9276648150165,116.426070820625
76915635,沙县小吃（动物园店）,39.9452397048505,116.330402648875
72716617,栗记仙豆糕（西单店）,39.9086647872566,116.369490567086
510278,宏状元(展览路店),39.9279819152351,116.338181414873
9044082,好口味麻辣烫,39.9261468858096,116.372617605021
5724122,门框胡同百年卤煮（新街口店）,39.9390277143896,116.36255842813
73396313,麻辣8号（麻辣香锅小龙虾）,39.8939145317168,116.489406556093
8924541,奶茶嫁给粉(阜成门万通店),39.9216416540327,116.348236124727
82248323,百顺喜乐小吃店,39.9402116499988,116.375567688028
58812706,炭花烤羊腿,39.9179181001164,116.367047595529
21918836,奶茶嫁给粉(西单商场店),39.9099331164598,116.368219043782
57831324,东门烤翅,39.9241472484036,116.395480933657
80988705,幸福e站鲜花店,39.9723124372036,116.483360992968
90093489,法兰西蛋糕烘焙,39.9626831267017,116.416877622473
4207927,香八拉烤翅（平安里店）,39.9332139637777,116.365973833681
69923290,昨昔雨参鸡汤,39.91480552198,116.490381663957
83470806,重庆纸包鱼（家常小炒盖饭小面）,39.9501738677778,116.363661331376
67842221,鲜花,39.9271681658694,116.314358686895
80542300,许先生麻辣烫,39.9277605790297,116.367147205418
71401184,酒汇千家,39.8928026905256,116.500181484335
48183195,榆树馆餐厅,39.9343484161651,116.342221889473
24937809,久久丫(北京西城平安里店),39.9281425349238,116.367172122856
16828462,小山城烤鱼家常菜,39.9370811733037,116.366309170887
4024663,比格比萨(比格西单店),39.9092716133395,116.369629315142
37804731,和你槑玩槑了（西直门凯德MALL店）,39.9515782193881,116.350369632598
65731499,kiss千层榴莲蛋糕,39.8399346180671,116.501231939718
67974997,酒小二,40.0864099722365,116.337246318543
67571798,营养鲜果庄园（明光村店）,39.956961484982,116.343380571451
66058752,清碧源（景田专卖店）,39.7950504811127,116.479509660445
