origin,destination,count
3679093,67731779,10
66654926,4221170,9
66654926,15124955,11
66654926,19222361,9
66654926,45464662,9
66654926,65941285,16
66654926,68190072,20
69261511,59419275,10
22369667,67342298,9
72464334,513712,13
72464334,68062571,22
39458477,57443022,11
39458477,75090907,9
39458477,79446907,10
3490447,509084,10
3490447,509085,11
3490447,511042,10
3490447,513623,9
3490447,585183,12
3490447,1884214,10
3490447,1916689,12
3490447,1944889,12
3490447,2005261,12
3490447,2281906,9
3490447,2384998,9
3490447,2971285,9
3490447,3099511,9
3490447,3469897,9
3490447,5356369,17
3490447,5397106,11
3490447,5398630,9
3490447,5579945,12
3490447,8988699,10
3490447,13725566,9
3490447,13836690,10
3490447,18498990,11
3490447,19568393,10
3490447,24528652,11
3490447,38089288,10
3490447,45404917,9
3490447,45464662,10
3490447,69129072,11
3490447,69557110,10
3490447,72351328,9
3490447,73396352,10
3490447,73414401,21
67103759,66795047,9
67103759,69271413,9
67103759,76758442,11
67832524,66109224,11
67832524,67405255,9
3490447,509084,10
3490447,509085,11
3490447,511042,10
3490447,513623,9
3490447,585183,12
3490447,1884214,10
3490447,1916689,12
3490447,1944889,12
3490447,2005261,12
3490447,2281906,9
3490447,2384998,9
3490447,2971285,9
3490447,3099511,9
3490447,3469897,9
3490447,5356369,17
3490447,5397106,11
3490447,5398630,9
3490447,5579945,12
3490447,8988699,10
3490447,13725566,9
3490447,13836690,10
3490447,18498990,11
3490447,19568393,10
3490447,24528652,11
3490447,38089288,10
3490447,45404917,9
3490447,45464662,10
3490447,69129072,11
3490447,69557110,10
3490447,72351328,9
3490447,73396352,10
3490447,73414401,21
5581169,512237,9
5581169,2477131,10
5581169,5398630,9
513258,513255,15
48008191,512237,11
48008191,513758,9
48008191,2547121,12
48008191,3331159,9
48008191,5142838,10
48008191,6021814,9
48008191,9073131,23
48008191,27012909,9
48008191,45342618,9
24400603,5616861,11
65715688,1895722,9
65715688,5579945,9
65715688,15131638,9
65715688,21918836,12
65715688,67262033,10
74597694,45409775,9
10334954,25034529,9
66811440,67938869,13
7992674,509581,9
7992674,512579,10
7992674,2274049,11
7992674,2377600,9
7992674,2398612,11
7992674,3056221,20
7992674,3690208,13
7992674,5616861,10
7992674,8074790,17
7992674,16988545,20
7992674,18280058,12
7992674,19011214,9
7992674,19122301,12
7992674,20968030,9
7992674,21993091,9
7992674,23263828,13
7992674,27727752,17
7992674,58223978,25
7992674,65336046,9
7992674,67181914,15
2628418,74605499,10
21284512,509084,10
21284512,513758,9
21284512,5142838,15
21284512,23432121,12
21284512,58353947,9
21284512,72351328,11
15124955,3331159,9
15124955,9044082,15
15124955,66654926,11
15124955,67081580,12
58183640,45343048,9
70446815,26208631,16
21289179,48011722,24
21289179,59432772,11
21289179,67243637,9
8912640,512716,9
8912640,2477131,11
8912640,48095050,10
8912640,66340319,11
8912640,67124168,9
23362723,8988699,9
23362723,15131638,9
23362723,22025186,10
23362723,82879653,12
39642403,59133609,23
68141679,22574697,9
509085,2281906,10
509085,3490447,11
3867592,18768923,14
513053,1944889,9
513053,18498990,9
513053,22376293,10
513053,69203847,12
4534671,512399,9
4534671,574191,10
18768923,512939,21
18768923,1916689,12
18768923,1944889,15
18768923,2377600,13
18768923,2400406,11
18768923,2585788,14
18768923,2678710,12
18768923,2688802,9
18768923,2749942,11
18768923,3099511,12
18768923,3167710,9
18768923,3304546,12
18768923,3867592,14
18768923,5530086,10
18768923,5616861,13
18768923,5621450,11
18768923,8968906,10
18768923,18398690,9
18768923,18498990,9
18768923,20697180,9
18768923,21959977,10
18768923,21993091,14
18768923,58223978,11
18768923,67420602,10
18768923,67496973,19
18768923,67731779,10
18768923,69303244,11
18768923,69572326,10
18768923,70426517,15
3215812,513623,21
3215812,22376293,10
3215812,67506454,9
3215812,69203847,16
3215812,79462291,9
58007874,6047711,10
58007874,18203489,12
58007874,27474822,11
58007874,58353947,10
58007874,67731779,10
13725566,511764,10
13725566,512939,16
13725566,1944889,9
13725566,2003104,9
13725566,2678710,13
13725566,2749942,11
13725566,3490447,9
13725566,4547725,9
13725566,5397106,9
13725566,65480053,9
13725566,67262033,10
13725566,67420602,9
13725566,69129072,12
13725566,69203847,10
13725566,73414401,11
38322136,66181015,12
1947109,509084,10
1947109,512017,9
1947109,512579,10
1947109,2377600,9
1947109,5724122,10
1947109,8291516,13
1947109,21993091,9
1947109,48007968,9
1947109,58223978,11
1947109,58393301,10
1947109,68181630,13
1947109,73414401,12
2678710,510278,11
2678710,512939,13
2678710,1916689,12
2678710,1944889,11
2678710,2490793,13
2678710,2585788,9
2678710,2749942,10
2678710,2774815,11
2678710,5616861,11
2678710,8074790,9
2678710,8968906,13
2678710,13725566,13
2678710,15094130,9
2678710,16988545,11
2678710,18768923,12
2678710,35937614,13
2678710,48011181,9
2678710,67496973,11
2678710,67731779,9
2678710,68190129,9
2678710,70426517,9
20852950,58677804,9
74605499,2628418,10
513623,1944889,9
513623,2384866,13
513623,3215812,21
513623,3367756,13
513623,3490447,9
513623,5398630,9
513623,5579945,9
513623,22376293,10
513623,24528652,9
513623,65941285,14
513623,66340319,9
513623,67262033,13
513623,69129072,9
513623,69203847,11
513623,79258615,9
513623,79303690,13
513623,79462291,20
513623,82878002,11
68164456,48007845,12
4547725,511764,11
4547725,512716,12
4547725,2477131,13
4547725,2774815,11
4547725,8728185,9
4547725,12594495,10
4547725,13725566,9
4547725,18203489,10
4547725,20932385,17
4547725,66340319,9
4547725,67647906,11
511042,512939,10
511042,585183,10
511042,1944889,11
511042,2281906,9
511042,2971285,9
511042,3304546,9
511042,3490447,10
511042,5397106,15
511042,5616861,12
511042,8968906,12
511042,21959977,11
511042,21993091,9
511042,38089288,19
511042,67420602,22
511042,67731779,10
511042,73414401,14
67148032,69103357,9
66737949,67804265,13
6021814,513758,12
6021814,2944363,13
6021814,3331159,9
6021814,6020566,13
6021814,9023204,9
6021814,17876459,13
6021814,18020781,12
6021814,23432121,15
6021814,24084142,9
6021814,45464662,11
6021814,48007968,10
6021814,48008191,9
23263828,2398612,9
23263828,4189642,13
23263828,7992674,13
23263828,21949591,11
23263828,22574697,11
23263828,37491989,10
23263828,67181914,12
67841285,67402727,20
67841285,72338357,15
70505240,7315094,14
70505240,19164707,15
70505240,24029703,11
70505240,76383406,10
66985174,90420981,9
23612386,509084,13
23612386,512017,9
23612386,1944889,9
23612386,2085004,9
23612386,2377600,11
23612386,2654032,9
23612386,2666680,10
23612386,3543058,9
23612386,4221170,9
23612386,5356369,10
23612386,6047711,14
23612386,8112884,11
23612386,8291516,11
23612386,8988699,11
23612386,18020781,9
23612386,21993091,12
23612386,23939735,12
23612386,35930098,12
23612386,58353947,9
23612386,59161660,11
23612386,59262032,10
23612386,69797642,9
23612386,73414401,10
23612386,74569071,20
23612386,79435368,9
66695764,48578239,11
4189642,510278,9
4189642,511764,10
4189642,512579,10
4189642,2477131,9
4189642,2490793,10
4189642,2774815,15
4189642,23263828,13
4189642,67124168,10
5356369,509084,11
5356369,511634,11
5356369,512399,14
5356369,1944889,11
5356369,2085004,10
5356369,2654032,12
5356369,2666680,10
5356369,3099511,18
5356369,3490447,17
5356369,3543058,11
5356369,8112884,11
5356369,8988699,12
5356369,17628209,9
5356369,18398690,10
5356369,18845964,10
5356369,21993091,12
5356369,23609913,9
5356369,23612386,10
5356369,45464662,11
5356369,65480053,9
5356369,65559698,9
5356369,68181630,9
5356369,69557110,9
5356369,73414401,21
5356369,74569071,11
5356369,74632448,9
24528652,511634,9
24528652,513623,9
24528652,585183,9
24528652,3490447,11
24528652,5579945,11
24528652,15131638,14
24528652,22376293,9
24528652,58041870,9
24528652,67506454,10
24528652,67903235,9
24528652,69203847,12
24528652,73396352,9
59036827,20722319,10
8988699,512399,9
8988699,514916,9
8988699,561199,11
8988699,574191,11
8988699,585183,14
8988699,2005261,9
8988699,2654032,11
8988699,2666680,15
8988699,3131344,12
8988699,3490447,10
8988699,5356369,12
8988699,5724122,11
8988699,6163408,10
8988699,11576492,14
8988699,15130972,9
8988699,17628209,11
8988699,18398690,13
8988699,18845964,10
8988699,20697180,10
8988699,23362723,9
8988699,23612386,11
8988699,59161660,10
8988699,65559698,10
8988699,69203847,9
8988699,73414401,17
8988699,74466842,11
8988699,74569071,9
8988699,82879653,9
23311513,2944363,13
23311513,45464662,9
58393301,1947109,10
58393301,59161660,10
58393301,69232134,9
79435368,21993091,11
79435368,23612386,9
79435368,75022585,13
79435368,79304086,10
5397106,509084,10
5397106,511042,15
5397106,2377600,11
5397106,2749942,9
5397106,3304546,11
5397106,3490447,11
5397106,3543058,10
5397106,5616861,23
5397106,6109648,11
5397106,8074790,14
5397106,8112884,10
5397106,9067060,12
5397106,13725566,9
5397106,15088944,15
5397106,16988545,9
5397106,20674780,9
5397106,21959977,12
5397106,22376293,10
5397106,23223824,12
5397106,38089288,9
5397106,58353947,10
5397106,67420602,16
5397106,67624497,49
5397106,68181630,10
5397106,73414401,13
5397106,74632448,9
5397106,77312244,9
56833601,43560701,10
56833601,65768485,13
90398559,67356058,11
2688802,510278,9
2688802,512716,12
2688802,512939,13
2688802,8924541,10
2688802,8968906,13
2688802,13836690,11
2688802,15088944,9
2688802,18768923,9
2688802,20721805,11
2688802,21949591,9
2688802,67731779,10
59402895,73414401,12
20662243,15131638,9
20662243,21918836,9
20662243,67081580,16
69775257,69088877,14
67551073,66340319,10
67551073,68212099,10
67551073,68223712,10
67551073,76850658,10
67551073,79304086,10
79462291,513623,20
79462291,3215812,9
67243637,21289179,9
67243637,45402421,13
67243637,58685726,15
57186620,3131344,9
57186620,6840284,9
57186620,24084142,13
57186620,48073072,11
5616861,511042,12
5616861,512579,10
5616861,512939,9
5616861,1916689,9
5616861,1944889,9
5616861,2274055,16
5616861,2274088,13
5616861,2398612,11
5616861,2400406,12
5616861,2547121,10
5616861,2654032,9
5616861,2678710,11
5616861,2749942,9
5616861,3022384,10
5616861,3056221,11
5616861,3116893,9
5616861,3304546,24
5616861,5397106,23
5616861,5441506,9
5616861,7992674,10
5616861,8074790,15
5616861,8968906,11
5616861,12594495,11
5616861,16988545,16
5616861,18768923,13
5616861,19011214,11
5616861,19122301,11
5616861,21993091,10
5616861,23223824,13
5616861,24400603,11
5616861,27727752,9
5616861,35937614,9
5616861,37491989,10
5616861,58223978,9
5616861,67420602,17
5616861,67624497,20
5616861,67731779,9
5616861,69303244,14
5616861,69484387,9
5616861,69572326,9
5616861,70426517,10
67425592,66820801,9
2281906,509085,10
2281906,511042,9
2281906,512939,9
2281906,1944889,11
2281906,2749942,15
2281906,2971285,9
2281906,3490447,9
2281906,3556948,11
2281906,5530086,9
2281906,11576492,9
2281906,18494821,11
2281906,18498990,30
2281906,20697180,25
2281906,21959977,12
2281906,22376293,18
2281906,38089288,12
2281906,65559698,12
2281906,67496973,9
2281906,67506454,16
2281906,67903235,10
2281906,69203847,16
2281906,74466842,9
69261275,48391060,23
59291362,59244466,10
585475,3131344,9
565067,514239,13
565067,514849,10
565067,5453947,35
18845964,511634,13
18845964,3099511,11
18845964,5356369,10
18845964,8291516,9
18845964,8988699,10
18845964,18398690,13
18845964,59161660,11
18845964,73414401,14
13885239,21968140,9
50516983,16983185,12
15108946,3469897,13
15108946,21918836,13
15108946,23609913,9
22661998,20905530,13
17876459,513758,9
17876459,6021814,13
17876459,9073131,14
17876459,16832750,9
17876459,23432121,10
17876459,59262032,16
66795781,66775351,29
57296935,2490793,13
67279923,33505234,9
57443022,23449334,9
57443022,24969266,10
57443022,39458477,11
57443022,68217188,18
57443022,79446907,11
5621450,511764,10
5621450,2749942,10
5621450,16988545,10
5621450,18768923,11
5621450,67496973,9
67496973,510278,11
67496973,512939,17
67496973,1916689,12
67496973,1944889,12
67496973,2281906,9
67496973,2400406,9
67496973,2678710,11
67496973,2749942,9
67496973,3304546,9
67496973,3556948,9
67496973,5530086,10
67496973,5621450,9
67496973,8968906,14
67496973,13836690,9
67496973,18498990,10
67496973,18768923,19
67496973,19011214,9
67496973,20697180,24
67496973,21959977,15
67496973,22376293,12
67496973,48011181,10
67496973,58223978,10
67496973,67731779,10
67496973,67903235,9
67496973,69129072,10
67496973,69203847,14
67496973,70426517,10
76996693,73430260,13
65498239,33505234,9
67356058,66881265,9
67356058,73397663,16
67356058,90398559,11
67620262,65969267,18
70445917,65649102,10
70445917,66382952,13
38084577,19164707,13
38084577,76383406,10
77275843,7315094,11
77275843,19164707,13
77275843,27350042,10
77275843,66596956,10
77275843,69735309,9
77275843,76383406,11
24006427,4076134,9
23432121,3331159,9
23432121,6021814,15
23432121,6840284,12
23432121,9073131,11
23432121,15130972,10
23432121,17876459,10
23432121,21284512,12
23432121,58353947,9
23432121,59262032,12
23432121,65796695,11
23432121,72351328,9
23432121,79258615,9
48095050,511563,11
48095050,8912640,10
21959977,511042,11
21959977,585183,10
21959977,2281906,12
21959977,2384866,11
21959977,2749942,11
21959977,2971285,9
21959977,3556948,10
21959977,5397106,12
21959977,5530086,16
21959977,5579945,10
21959977,13836690,10
21959977,18498990,22
21959977,18768923,10
21959977,20697180,14
21959977,22376293,22
21959977,23684296,9
21959977,38089288,25
21959977,65480053,9
21959977,67496973,15
21959977,67506454,11
21959977,67903235,15
21959977,75173661,15
6109648,3131344,9
6109648,5397106,11
6109648,19157875,14
6109648,68190072,9
6109648,68540246,12
58677804,20852950,9
511563,3566815,10
511563,48095050,11
24969266,57443022,10
24969266,65649102,9
21400533,23122494,9
21400533,73414401,10
21400533,77280137,17
66388888,22975123,10
32738585,7315094,12
32738585,19164707,18
32738585,69735309,9
32738585,76383406,13
67846538,58977328,9
67846538,76753703,11
57289598,75642835,10
77275834,19164707,12
77275834,76383406,10
2398612,512579,15
2398612,2274049,17
2398612,2377600,10
2398612,3022384,12
2398612,3056221,22
2398612,5616861,11
2398612,7992674,11
2398612,8074790,12
2398612,12594495,11
2398612,16988545,13
2398612,17160241,10
2398612,22574697,10
2398612,23223824,10
2398612,23263828,9
2398612,27727752,14
2398612,32548156,10
2398612,35937614,10
2398612,58738167,12
2398612,67181914,10
2398612,79258615,9
2400406,1916689,11
2400406,2585788,9
2400406,3304546,11
2400406,5616861,12
2400406,12594495,9
2400406,18768923,11
2400406,21949591,9
2400406,21993091,9
2400406,58223978,14
2400406,67496973,9
2400406,69484387,10
2400406,69572326,9
2400406,70426517,11
2400406,79304086,15
2377600,512579,9
2377600,1947109,9
2377600,2398612,10
2377600,2692357,9
2377600,3056221,11
2377600,3690208,9
2377600,5397106,11
2377600,5724122,15
2377600,7992674,9
2377600,8291516,9
2377600,12594495,9
2377600,18768923,13
2377600,20648674,11
2377600,23612386,11
2377600,58223978,9
2377600,58353947,9
2377600,58738167,13
2377600,67124168,10
2377600,67181914,9
2377600,67624497,10
2377600,69572326,11
2377600,73414401,10
2377600,79258615,9
76753703,67846538,11
69779503,57567064,10
32549656,24031302,11
58670973,19221001,10
58670973,32565422,9
58670973,39641424,13
58670973,48175679,9
58670973,65792270,12
58670973,67255663,9
58670973,68203905,12
58670973,73503896,15
58670973,73622292,9
58670973,90105828,11
58940542,24880247,12
59432772,21289179,11
65801744,57566646,19
65801744,72347284,9
27489486,18434371,15
76836306,15180187,10
75642835,57289598,10
508995,511634,11
508995,585183,11
508995,1944889,10
508995,2384866,10
508995,2535892,22
508995,11576492,10
508995,23609913,9
508995,23684296,10
508995,38089288,10
508995,73414401,11
508995,75090907,9
508995,79446907,9
2535892,508995,22
511634,508995,11
511634,514916,13
511634,585183,11
511634,1944889,9
511634,2005261,10
511634,3331159,9
511634,5356369,11
511634,5579945,9
511634,8291516,12
511634,13836690,10
511634,18398690,14
511634,18845964,13
511634,23684296,11
511634,24528652,9
511634,65480053,9
511634,67262033,9
511634,68181630,9
511634,69203847,10
511634,73414401,12
67891919,516112,9
67891919,3469897,9
67891919,70448350,9
67891919,73396352,11
66410726,2692357,13
66410726,3131344,12
75812022,66277062,9
75812022,76761396,12
75812022,76917602,11
512716,510278,10
512716,511764,10
512716,1884214,9
512716,1944889,9
512716,2003104,10
512716,2477131,11
512716,2688802,12
512716,2749942,13
512716,3556948,9
512716,4547725,12
512716,8912640,9
512716,8924541,9
512716,13836690,14
512716,20932385,11
512716,22376293,13
512716,48011181,11
512716,66340319,13
512716,67903235,9
72338357,67402727,16
72338357,67841285,15
9067060,2384998,10
9067060,5397106,12
9067060,67624497,9
9067060,69557110,10
26208631,70446815,16
35930098,509084,12
35930098,512017,11
35930098,514233,9
35930098,2666680,12
35930098,3131344,14
35930098,5724122,11
35930098,18020781,9
35930098,23612386,12
35930098,24084142,12
35930098,48073072,12
35930098,58353947,14
35930098,69232134,9
35930098,74569071,10
15131638,1895722,10
15131638,3367756,14
15131638,19221588,11
15131638,20662243,9
15131638,21918836,10
15131638,23362723,9
15131638,24528652,14
15131638,65715688,9
15131638,74466842,10
15131638,82879653,10
32571701,21266262,12
67227774,50581176,17
67227774,77490124,10
69838533,66181015,9
69838533,67726573,9
2477131,510278,10
2477131,511764,17
2477131,512237,10
2477131,512716,11
2477131,1884214,9
2477131,2490793,13
2477131,2774815,13
2477131,4189642,9
2477131,4547725,13
2477131,5581169,10
2477131,8728185,12
2477131,8912640,11
2477131,8924541,11
2477131,18203489,9
2477131,20722319,9
2477131,21026729,9
2477131,45404917,10
2477131,65480053,13
2477131,66340319,9
2477131,67124168,14
2477131,67647906,12
48391060,69261275,23
45402421,58685726,30
45402421,67243637,13
20722319,2477131,9
20722319,5599322,9
20722319,20721805,9
20722319,59036827,10
20722319,67731779,10
66016663,67505346,22
83611892,48162367,15
83611892,59729580,14
3131344,512017,16
3131344,585475,9
3131344,1916689,9
3131344,2654032,11
3131344,2666680,13
3131344,2692357,10
3131344,3543058,9
3131344,5142838,9
3131344,5724122,12
3131344,6109648,9
3131344,8112884,11
3131344,8988699,12
3131344,15130972,12
3131344,35930098,14
3131344,45464662,9
3131344,57186620,9
3131344,66410726,12
3131344,67624497,9
3131344,73414401,10
59161660,509084,10
59161660,2384998,9
59161660,2654032,14
59161660,2666680,11
59161660,8988699,10
59161660,15130972,10
59161660,18845964,11
59161660,23612386,11
59161660,45464662,10
59161660,58393301,10
59161660,68044920,9
59161660,73414401,11
69498464,69109703,11
69498464,69480550,17
44061037,509084,9
44061037,8291516,14
44061037,18203489,12
44061037,19222361,10
44061037,66340319,9
2005261,508326,16
2005261,509084,14
2005261,511634,10
2005261,585183,9
2005261,3490447,12
2005261,3543058,11
2005261,5142838,16
2005261,8112884,9
2005261,8988699,9
2005261,9044082,11
2005261,45342618,11
2005261,45464662,12
2005261,73414401,11
5441506,3116893,10
5441506,3304546,11
5441506,5616861,9
5441506,8074790,10
5441506,19122301,12
5441506,69572326,12
68062571,513712,18
68062571,72464334,22
66767157,65768485,25
6526138,14922496,10
6526138,18216362,9
6526138,25042206,14
6526138,43560701,10
6526138,45409775,12
6526138,65768485,12
6526138,66868359,10
6526138,69103357,9
45404917,1916689,17
45404917,1944889,15
45404917,2477131,10
45404917,2490793,9
45404917,2585788,13
45404917,2792020,9
45404917,3167710,11
45404917,3490447,9
45404917,6047711,9
45404917,8968906,10
45404917,65480053,9
45404917,67124168,11
45404917,67420602,9
45404917,67731779,15
45404917,70426517,10
65944854,20721805,9
65944854,59262032,9
65944854,67435654,10
65944854,69413245,11
67404353,3331159,9
67404353,4221170,9
67404353,48073072,10
5599322,2490793,9
5599322,3932554,18
5599322,20721805,9
5599322,20722319,9
5599322,22582069,9
5599322,35937614,9
5599322,48011181,12
5599322,50664390,10
5599322,67647906,9
36426079,69557110,9
36426079,77280137,9
21274219,24084142,9
21274219,58705395,9
3556948,512716,9
3556948,2281906,11
3556948,2490793,9
3556948,16988545,10
3556948,18498990,9
3556948,21959977,10
3556948,67496973,9
3556948,69203847,12
6839703,4858445,12
6839703,76917602,10
38872568,2585788,9
38872568,3167710,9
43560701,6526138,10
43560701,14922496,9
43560701,25042206,16
43560701,45409775,11
43560701,56833601,10
68066402,67798365,11
69896182,57567064,12
69896182,69109703,17
69896182,69572326,9
69896182,76917602,10
3167710,510278,10
3167710,511764,10
3167710,1884214,11
3167710,1944889,10
3167710,8968906,9
3167710,18768923,9
3167710,38872568,9
3167710,45404917,11
3167710,67124168,10
15094130,2678710,9
15094130,3679093,9
15094130,8924541,9
15094130,19611676,10
15094130,48183195,10
15094130,50664390,9
15094130,66382952,9
15094130,72351328,10
15094130,79446907,12
15094130,82878002,9
67804265,66737949,13
67798365,68066402,11
13818394,75675352,11
77490124,67227774,10
77490124,76989510,22
77490124,77003223,11
77490124,77294658,9
59244466,59291362,10
67938869,66811440,13
22975123,66388888,10
33505234,64016695,12
33505234,65498239,9
33505234,67279923,9
33505234,67773892,9
23449334,5398630,9
23449334,8728185,11
23449334,57394803,9
23449334,57443022,9
63374776,19164707,21
4221170,3331159,16
4221170,3543058,10
4221170,6840284,10
4221170,20830842,9
4221170,23612386,9
4221170,48073072,11
4221170,66654926,9
4221170,67404353,9
4221170,72351328,9
2944363,513758,11
2944363,3331159,10
2944363,3543058,10
2944363,6021814,13
2944363,9044082,9
2944363,23311513,13
2944363,73414401,9
2692357,2377600,9
2692357,3131344,10
2692357,66410726,13
2274055,5616861,16
2274055,67624497,9
74200620,79303794,9
74200620,90286597,10
67949516,27474822,9
67949516,73430260,14
67949516,75675352,17
48007968,1947109,9
48007968,6021814,10
48007968,6840284,11
48007968,15130972,10
48007968,16832750,12
48007968,18020781,13
48007968,45464662,9
48007968,59262032,9
5588548,66565335,10
23609913,508995,9
23609913,5356369,9
23609913,15108946,9
23609913,73414401,9
90479638,66382952,9
59002124,66648795,15
59002124,67405206,9
68165945,67881470,9
68165945,68212099,11
66181473,69664087,10
67124168,510278,17
67124168,511764,13
67124168,512237,14
67124168,512579,11
67124168,1916689,9
67124168,2003104,9
67124168,2377600,10
67124168,2477131,14
67124168,2490793,11
67124168,2547121,10
67124168,2774815,14
67124168,3167710,10
67124168,4189642,10
67124168,5377284,10
67124168,8912640,9
67124168,19011214,9
67124168,45404917,11
67124168,48183195,9
67124168,59441452,27
67124168,66340319,15
585183,508995,11
585183,509084,9
585183,511042,10
585183,511634,11
585183,516112,14
585183,2005261,9
585183,2384866,12
585183,3490447,12
585183,5579945,9
585183,8988699,14
585183,11576492,14
585183,14199532,11
585183,20697180,13
585183,21959977,10
585183,23684296,9
585183,24528652,9
585183,38089288,12
585183,67262033,9
585183,73396352,10
585183,73414401,10
48010393,19222777,12
48010393,20967228,9
76831840,66756747,9
67435654,21935113,13
67435654,27474822,9
67435654,58738167,10
67435654,65944854,10
67435654,67181914,9
67435654,75201023,9
58705395,512635,9
58705395,581201,9
58705395,21274219,9
58705395,23122494,16
23684296,508995,10
23684296,511634,11
23684296,512345,9
23684296,585183,9
23684296,2384866,11
23684296,4198893,12
23684296,5398630,11
23684296,21959977,9
23684296,38089288,13
23684296,57622913,9
23684296,58041870,13
23684296,75173661,9
22985353,4076134,17
22985353,19119447,14
69664196,68993398,9
2274049,512579,15
2274049,2398612,17
2274049,3056221,23
2274049,3690208,16
2274049,7992674,11
2274049,8074790,15
2274049,16988545,12
2274049,18280058,12
2274049,19011214,11
2274049,22013176,11
2274049,27727752,9
2274049,32548156,9
2274049,58223978,13
2274049,58738167,10
2274049,65336046,10
2274049,69303244,10
74597846,2384866,11
74597846,59211021,9
74597846,67731779,9
67989899,68993398,28
21026729,2477131,9
21026729,6020566,9
21026729,27012909,9
67142049,67244554,10
66868359,6526138,10
66868359,37767830,11
66868359,41247849,17
66868359,58747150,9
66868359,66979982,17
32339129,66124260,11
67402727,27473357,9
67402727,51628524,9
67402727,67841285,20
67402727,72338357,16
2697031,21973721,11
2697031,24991839,11
2697031,32403017,13
16985157,69341460,12
21035679,21270425,10
21270425,21035679,10
67294747,59119501,12
561199,8988699,11
513255,513258,15
66551271,67152499,11
48073072,512017,11
48073072,513758,11
48073072,2666680,9
48073072,3331159,9
48073072,3543058,10
48073072,4221170,11
48073072,18020781,9
48073072,24084142,9
48073072,35930098,12
48073072,57186620,11
48073072,67404353,10
48073072,67624497,9
48073072,72351328,9
48073072,79558935,10
59119501,66124260,10
59119501,67294747,12
45464662,509084,9
45464662,512017,12
45464662,513758,19
45464662,1916689,10
45464662,2005261,12
45464662,2547121,10
45464662,2654032,12
45464662,2666680,12
45464662,3131344,9
45464662,3331159,10
45464662,3490447,10
45464662,3543058,12
45464662,5142838,12
45464662,5356369,11
45464662,6020566,9
45464662,6021814,11
45464662,9073131,10
45464662,16832750,10
45464662,18020781,12
45464662,23122494,9
45464662,23311513,9
45464662,45342618,10
45464662,48007968,9
45464662,59161660,10
45464662,65796695,9
45464662,66654926,9
45464662,73414401,10
69087747,17105567,10
69087747,33522078,10
73430260,67949516,14
73430260,76996693,13
65768485,6526138,12
65768485,56833601,13
65768485,66767157,25
66853761,67827392,9
67766707,19413767,17
67766707,68076620,11
8112884,574191,9
8112884,2005261,9
8112884,2085004,40
8112884,2654032,10
8112884,3131344,11
8112884,3543058,9
8112884,5356369,11
8112884,5397106,10
8112884,5451108,12
8112884,5724122,10
8112884,15130972,9
8112884,17628209,9
8112884,19157875,10
8112884,21993091,9
8112884,23612386,11
8112884,45342618,12
8112884,73414401,12
91000300,20830842,9
24029703,7315094,10
24029703,19164707,18
24029703,27350042,9
24029703,66596956,15
24029703,69691581,15
24029703,70505240,11
24029703,75089511,13
24029703,76383406,17
66775351,66795781,29
74632448,5356369,9
74632448,5397106,9
74632448,67420602,9
74632448,73414401,10
67647906,2477131,12
67647906,2749942,10
67647906,3679093,9
67647906,4547725,11
67647906,5599322,9
67647906,8728185,9
67647906,16988545,9
67647906,20721805,9
67647906,22376293,9
67647906,35937614,9
67647906,65480053,10
67647906,67903235,19
67647906,68223712,11
67647906,69129072,12
67647906,69203847,10
67647906,70448350,10
67647906,82244364,10
48010460,68223712,10
48007845,58744072,10
48007845,68164456,12
50581176,67227774,17
50581176,69226280,10
13664014,513712,9
13664014,32675811,12
13664014,67405206,18
13664014,69952286,31
76058810,67505346,9
76058810,75210102,10
22574697,512579,9
22574697,2398612,10
22574697,19011214,10
22574697,19122301,11
22574697,20968030,19
22574697,23263828,11
22574697,27474822,11
22574697,37491989,9
22574697,67731779,10
22574697,68141679,9
22574697,69797642,10
67296986,66151745,14
69413245,5724122,9
69413245,58223978,9
69413245,65944854,11
69413245,68181630,11
69413245,69303244,13
69413245,69797642,9
3331159,511634,9
3331159,513758,13
3331159,2666680,11
3331159,2944363,10
3331159,3543058,14
3331159,4221170,16
3331159,5142838,13
3331159,6020566,13
3331159,6021814,9
3331159,9044082,17
3331159,9073131,14
3331159,13787554,10
3331159,15124955,9
3331159,15130972,9
3331159,16832750,9
3331159,18020781,12
3331159,23122494,16
3331159,23432121,9
3331159,24084142,10
3331159,45464662,10
3331159,48008191,9
3331159,48073072,9
3331159,57395824,14
3331159,58353947,9
3331159,67404353,9
3331159,69557110,10
3331159,72351328,13
3331159,73414401,16
21993091,509084,15
21993091,511042,9
21993091,512579,15
21993091,1916689,10
21993091,1947109,9
21993091,2400406,9
21993091,2547121,14
21993091,2585788,9
21993091,2666680,13
21993091,5142838,9
21993091,5356369,12
21993091,5616861,10
21993091,7992674,9
21993091,8074790,9
21993091,8112884,9
21993091,8291516,22
21993091,16832750,12
21993091,16988545,11
21993091,18280058,10
21993091,18398690,12
21993091,18768923,14
21993091,19011214,12
21993091,23612386,12
21993091,58223978,9
21993091,68181630,9
21993091,69572326,9
21993091,72351328,9
21993091,79258615,12
21993091,79435368,11
67181914,512579,12
67181914,2377600,9
67181914,2398612,10
67181914,7992674,15
67181914,16988545,10
67181914,18280058,10
67181914,23263828,12
67181914,27727752,10
67181914,58223978,12
67181914,67435654,9
67181914,68212099,9
32666263,67558962,12
23584134,2384866,12
