shopid,lat,lng
16458740,39.85731860041342,116.38908181605206
68169954,39.924988260989565,116.6019089878596
73429509,39.85964762720671,116.39220933502335
79705038,39.925533411106755,116.3257338361172
79562608,39.99433378301076,116.40417737677123
80619375,39.97451062727278,116.48447490688041
65973838,39.8974816955149,116.45291529205896
66596956,39.93067971704914,116.44821141798211
38089288,39.911031942169366,116.36833375319924
4088827,39.92349151185629,116.36735946192785
76847321,39.93225828210412,116.39214708884897
66760361,39.89894459707914,116.4928600308413
77265725,39.870818835508324,116.27296235349692
74569071,39.93915647271506,116.365984361127
57481228,39.82631587389024,116.318283446219
22342958,39.93796521273448,116.43916681730119
18283661,40.04657649994996,116.29205200211665
69827161,39.924666741494754,116.33780266591292
27305762,39.954792036653586,116.45657331434573
66565335,39.956327286735224,116.43740230933206
75022585,39.94814838196163,116.34080216889174
58685726,40.04609910079779,116.40351041143659
76676031,39.89103737970752,116.46771526631706
69500684,39.95455968871989,116.3166550205022
3641590,39.92706563075697,116.51022145003586
25042206,39.896108117137864,116.45766213211232
67773892,39.925443547514654,116.34523372123914
90088173,39.954160785050526,116.35042070516066
68127678,39.82733721517547,116.35478065745072
24958437,40.05519098043913,116.40699528124033
59061894,39.90213803305722,116.48531607575215
5149840,39.87410173737403,116.34186229054647
76985470,39.845650212774245,116.41294206857025
74628612,39.9552250593079,116.43998562170057
90547109,39.920680524557085,116.41657359837492
5142838,39.937804446301534,116.35764658351928
79558096,39.94612643576369,116.36494994900652
18020781,39.93703039985699,116.35496838960259
76741495,39.93166675478492,116.40943690830281
90040117,39.956780104999176,116.35268306944022
69847693,39.86580095605366,116.43609677383782
27471140,39.949059697841285,116.43081598236344
76847602,39.81056445142357,116.33536747296424
70426517,39.936558241672465,116.34002132272195
58059245,39.912297027321195,116.40397774855239
3215671,39.984951686449456,116.48565405092116
82319264,39.935522552576295,116.41097274271358
512017,39.93896164765256,116.36669539570492
508326,39.92128572738444,116.3729948037865
59061894,39.90213803305722,116.48531607575215
73590735,39.90564967856332,116.57310009152033
66154002,39.88106713296617,116.32326612452326
58312196,39.93846436525178,116.42895670717486
90955927,39.86753751205973,116.42894167335258
1884214,39.91729725216159,116.34678658494393
22980860,39.85413155152609,116.27753490811033
2037022,39.91079154390541,116.37260158096664
18498990,39.913754763647084,116.35672523764804
1895722,39.91758598689636,116.3671584868833
45586126,39.821522285750206,116.33301155554483
1958758,39.92263689500006,116.35918591675497
2547121,39.93703039985699,116.35496838960259
66902078,39.890757060534,116.35066229802683
66131140,39.923988502808925,116.3673494121583
15864306,39.92862114626881,116.34307780759363
45254539,39.93787646458902,116.38722375111905
72448920,39.87497298205543,116.45961504673585
38232465,39.917417049274,116.34690433159922
68246752,39.9785156388731,116.31513245887673
43616862,39.92292082076959,116.44480003957476
578331,39.959928101079626,116.36396563273894
90420079,39.987031719155965,116.4255112994396
69516957,39.87352454946969,116.35541865546452
79560193,39.845830070375165,116.41276386548635
18693142,39.91958467959271,116.4264725522546
77491601,39.82860750014602,116.34822194770754
79274134,39.94375190191869,116.34005034707727
79273405,40.03604879269659,116.30341992838217
43644759,39.8824633251983,116.31162045793712
82249247,39.84601953205343,116.41203011814322
65645841,39.8964599893816,116.36296522603465
3108598,39.92350201112653,116.3736647887587
3056221,39.940396698268884,116.34655511963449
58738167,39.94048876192321,116.34651518900638
68929444,39.90173825214239,116.34252737900718
22944639,39.943376934632894,116.36629838296749
2269702,39.90025188126525,116.35434818953183
3304546,39.940396698268884,116.34655511963449
17965614,39.934833364379514,116.35179752942102
26982074,39.93229641505502,116.38795417750353
15088944,39.92251869455197,116.35127409078198
3096925,39.9026954567498,116.36395793845463
73599293,39.94577761625617,116.33255669214438
66401182,39.9121081676957,116.63444364785752
19801024,39.878166534140156,116.3184515445854
80993192,39.91242610550713,116.6338210363663
11576492,39.908228137789365,116.36650757228219
66277062,39.948012368504706,116.3402533678108
69691581,39.99143306227866,116.359230071783
26211834,39.95764094652325,116.4175431032023
90403191,39.85223639964846,116.46992384359952
63051702,39.9912662803286,116.40927917193653
69205811,39.95109141998891,116.35870509506253
67121114,39.89558959223067,116.49918137431068
2683591,39.924237895669684,116.33772788454904
23515035,39.92064753194245,116.41966164442898
38078120,39.94735137528438,116.33533026350227
65786895,39.72890359645142,116.85628516896875
57487128,39.91002517064008,116.36907891667539
2741365,39.92417769978766,116.33085428681939
17628209,39.933865549921215,116.3737074206979
76986553,39.84563640764994,116.41320133577514
50684833,39.98056293052192,116.41519533358002
69182639,39.90371645988616,116.63317756237053
66151745,39.870386408818824,116.57576544969808
57017800,39.947688106901374,116.32647034191383
18215555,39.88427748971528,116.29640718631435
69796853,39.89785066486579,116.45290922743014
90010071,39.93779429653183,116.36704007192876
81757381,39.9346236630424,116.34553294003297
67903235,39.92276806026249,116.34796252669307
512237,39.92467750437419,116.34704911713526
67190454,40.04569922428875,116.40382161644655
90336657,39.91683913809048,116.55569183184325
69796903,39.89748739732341,116.45278690619628
27145460,39.82582729934321,116.3196414002845
76939016,39.91545150779444,116.36765908365635
